Tweet Id,Tweet text,Company,timestamp,,,Text Blob,,Vader,,,,Clips pattern,,
,,,GMT,EST,IST,polarity,subjectivity,neg,neu,pos,compound,polarity,subjectivity,
1068291441187800000,doubt everything find your own light buddyled led light ledlights ledlight ledlighting lights hpr cree...,cree,29-11-2018 23:51,29-11-2018 18:51,30-11-2018 05:21,0.466666667,0.8,0.152,0.848,0,-0.3612,0.466666667,0.8,
1068335246289090000,rt : man i love my babies cree cairo thank you for choosing me :) TWO HEARTS,cree,30-11-2018 02:45,29-11-2018 21:45,30-11-2018 08:15,0.5,0.8,0,0.553,0.447,0.8658,0.5,0.8,
1068476023056940000,check out nitecore ptac black  cree led tactical lumen flashlight cree via,cree,30-11-2018 12:05,30-11-2018 07:05,30-11-2018 17:35,-0.166666667,0.433333333,0,1,0,0,-0.166666667,0.433333333,
1068477264227000000,check out nitecore tm lumens cree xhp led rechargeable flashlight fl-nite-tm cree via,cree,30-11-2018 12:10,30-11-2018 07:10,30-11-2018 17:40,0,0,0,1,0,0,0,0,
1068477739349370000,check out nitecore pgt cree xp-l hi v led tactical compact flashlight lumens cree via,cree,30-11-2018 12:11,30-11-2018 07:11,30-11-2018 17:41,0,0,0,1,0,0,0,0,
1068515260263390000,cree $cree -% cree inc (nasdaq:cree) gets downgraded to sell by jpmorgan chase co with a price targe...,cree,30-11-2018 14:41,30-11-2018 09:41,30-11-2018 20:11,0,0,0,1,0,0,0,0,
1068539001441700000,cree inc downgrade by jp morgan (ranked st) to underweight $cree cree,cree,30-11-2018 16:15,30-11-2018 11:15,30-11-2018 21:45,0,0,0,0.859,0.141,0.2023,0,0,
1068547662864100000,rt : only when the lasttree has been cut down the lastfish been caught and the laststream poisoned will we realize we...,cree,30-11-2018 16:49,30-11-2018 11:49,30-11-2018 22:19,-0.077777778,0.644444444,0.218,0.782,0,-0.6486,-0.077777778,0.644444444,
1068570117628460000,rt : my father spent many months working in quebec's northern communities in the s and took many photographs here is one of m...,cree,30-11-2018 18:19,30-11-2018 13:19,30-11-2018 23:49,0.3,0.366666667,0,1,0,0,0.3,0.366666667,
1068586921624970000,i am smiling because it it almost quittingtime tgif officeselfie weekendvibes twospirit cree anishinaabe...,cree,30-11-2018 19:25,30-11-2018 14:25,01-12-2018 00:55,0,0,0,0.646,0.354,0.7203,0,0,
1068600943183150000,tia mowry and her babies cree and cairo BABYEMOJI MODIFIER FITZPATRICK TYPE-4 are picture perfect SMILING FACE WITH HEART-SHAPED EYESHEAVY BLACK HEART[?]    cairo cree pictureperfect baby...,cree,30-11-2018 20:21,30-11-2018 15:21,01-12-2018 01:51,0.416666667,0.716666667,0,0.682,0.318,0.8941,0.416666667,0.716666667,
1068618025585260000,man i love my babies cree cairo thank you for choosing me :) TWO HEARTS,cree,30-11-2018 21:29,30-11-2018 16:29,01-12-2018 02:59,0.5,0.8,0,0.531,0.469,0.8658,0.5,0.8,
1068618025635580000,man i love my babies cree cairo thank you for choosing me :) TWO HEARTS,cree,30-11-2018 21:29,30-11-2018 16:29,01-12-2018 02:59,0.5,0.8,0,0.531,0.469,0.8658,0.5,0.8,
1068618052806340000,man i love my babies cree cairo thank you for choosing me :) TWO HEARTS,cree,30-11-2018 21:29,30-11-2018 16:29,01-12-2018 02:59,0.5,0.8,0,0.531,0.469,0.8658,0.5,0.8,
1068618212068270000,rt : man i love my babies cree cairo thank you for choosing me :) TWO HEARTS,cree,30-11-2018 21:30,30-11-2018 16:30,01-12-2018 03:00,0.5,0.8,0,0.553,0.447,0.8658,0.5,0.8,
1068622719544160000,rt : man i love my babies cree cairo thank you for choosing me :) TWO HEARTS,cree,30-11-2018 21:48,30-11-2018 16:48,01-12-2018 03:18,0.5,0.8,0,0.553,0.447,0.8658,0.5,0.8,
1068629931524070000,rt : man i love my babies cree cairo thank you for choosing me :) TWO HEARTS,cree,30-11-2018 22:16,30-11-2018 17:16,01-12-2018 03:46,0.5,0.8,0,0.553,0.447,0.8658,0.5,0.8,
1068633440155820000,rt : woo!!! just got an email from sirius sm satellite radio they are going to play my rendition of ave maria in cree!! musi...,cree,30-11-2018 22:30,30-11-2018 17:30,01-12-2018 04:00,0,0,0,0.767,0.233,0.7696,0,0,
1068656882447990000,w osram warm white k cob led grow light buddyled led light ledlights ledlight...,cree,01-12-2018 00:03,30-11-2018 19:03,01-12-2018 05:33,0.35,0.5,0,0.853,0.147,0.2263,0.35,0.5,
1068731416647730000,man i love my babies cree cairo thank you for choosing me :) TWO HEARTS,cree,01-12-2018 05:00,01-12-2018 00:00,01-12-2018 10:30,0.5,0.8,0,0.531,0.469,0.8658,0.5,0.8,
1068731416933000000,man i love my babies cree cairo thank you for choosing me :) TWO HEARTS,cree,01-12-2018 05:00,01-12-2018 00:00,01-12-2018 10:30,0.5,0.8,0,0.531,0.469,0.8658,0.5,0.8,
1068731453620600000,man i love my babies cree cairo thank you for choosing me :) TWO HEARTS,cree,01-12-2018 05:00,01-12-2018 00:00,01-12-2018 10:30,0.5,0.8,0,0.531,0.469,0.8658,0.5,0.8,
1068732515412840000,rt : man i love my babies cree cairo thank you for choosing me :) TWO HEARTS,cree,01-12-2018 05:04,01-12-2018 00:04,01-12-2018 10:34,0.5,0.8,0,0.553,0.447,0.8658,0.5,0.8,
1068732763870760000,rt : man i love my babies cree cairo thank you for choosing me :) TWO HEARTS,cree,01-12-2018 05:05,01-12-2018 00:05,01-12-2018 10:35,0.5,0.8,0,0.553,0.447,0.8658,0.5,0.8,
1068734127896220000,rt : man i love my babies cree cairo thank you for choosing me :) TWO HEARTS,cree,01-12-2018 05:10,01-12-2018 00:10,01-12-2018 10:40,0.5,0.8,0,0.553,0.447,0.8658,0.5,0.8,
1068734625445490000,rt : man i love my babies cree cairo thank you for choosing me :) TWO HEARTS,cree,01-12-2018 05:12,01-12-2018 00:12,01-12-2018 10:42,0.5,0.8,0,0.553,0.447,0.8658,0.5,0.8,
1068735909921730000,rt : man i love my babies cree cairo thank you for choosing me :) TWO HEARTS,cree,01-12-2018 05:17,01-12-2018 00:17,01-12-2018 10:47,0.5,0.8,0,0.553,0.447,0.8658,0.5,0.8,
1068747339408520000,rt : man i love my babies cree cairo thank you for choosing me :) TWO HEARTS,cree,01-12-2018 06:03,01-12-2018 01:03,01-12-2018 11:33,0.5,0.8,0,0.553,0.447,0.8658,0.5,0.8,
1068749725027960000,rt : man i love my babies cree cairo thank you for choosing me :) TWO HEARTS,cree,01-12-2018 06:12,01-12-2018 01:12,01-12-2018 11:42,0.5,0.8,0,0.553,0.447,0.8658,0.5,0.8,
1068791815397170000,man i love my babies cree cairo thank you for choosing me :) TWO HEARTS,cree,01-12-2018 09:00,01-12-2018 04:00,01-12-2018 14:30,0.5,0.8,0,0.531,0.469,0.8658,0.5,0.8,
1068814601540770000,rt : man i love my babies cree cairo thank you for choosing me :) TWO HEARTS,cree,01-12-2018 10:30,01-12-2018 05:30,01-12-2018 16:00,0.5,0.8,0,0.553,0.447,0.8658,0.5,0.8,
1068888752385400000,give light and the darkness will disappear of itself buddyled led light ledlights ledlight ledlighting...,cree,01-12-2018 15:25,01-12-2018 10:25,01-12-2018 20:55,0.4,0.7,0.231,0.769,0,-0.4404,0.4,0.7,
1068899584473090000,i believe! yolocreo cree todoesposible diciembre lomejorestaporllegar mujerdefe declara milagros...,cree,01-12-2018 16:08,01-12-2018 11:08,01-12-2018 21:38,0,0,0,1,0,0,0,0,
1068942816569630000,wordoftheweek time! this week's word is nimis which means my older sister in cree wondering how to pronoun...,cree,01-12-2018 19:00,01-12-2018 14:00,02-12-2018 00:30,0.166666667,0.333333333,0,1,0,0,0.166666667,0.333333333,
1068945910334280000,one more why not? torch flashlight cree led blf lumens,cree,01-12-2018 19:12,01-12-2018 14:12,02-12-2018 00:42,0.5,0.5,0,1,0,0,0.5,0.5,
1068966903761250000,without filaments or glass enclosures leds are breakage resistant and largely immune to vibrations and other impac...,cree,01-12-2018 20:35,01-12-2018 15:35,02-12-2018 02:05,0.044642857,0.401785714,0,0.879,0.121,0.296,0.044642857,0.401785714,
1069014611515630000,rt : man i love my babies cree cairo thank you for choosing me :) TWO HEARTS,cree,01-12-2018 23:45,01-12-2018 18:45,02-12-2018 05:15,0.5,0.8,0,0.553,0.447,0.8658,0.5,0.8,
1069016465569950000,rt : man i love my babies cree cairo thank you for choosing me :) TWO HEARTS,cree,01-12-2018 23:52,01-12-2018 18:52,02-12-2018 05:22,0.5,0.8,0,0.553,0.447,0.8658,0.5,0.8,
1069035068901870000,sorteo de skins a los followers! PERSON RAISING BOTH HANDS IN CELEBRATION les va a gustar! SMIRKING FACEOK HAND SIGNcree mancosquad teamdesvela,cree,02-12-2018 01:06,01-12-2018 20:06,02-12-2018 06:36,0,0,0,0.808,0.192,0.6723,0,0,
1069251079781690000,w cree cxb x cob led grow light buddyled led light ledlights ledlight...,cree,02-12-2018 15:24,02-12-2018 10:24,02-12-2018 20:54,0.4,0.7,0,1,0,0,0.4,0.7,
1069275940608320000,not in our area an eighty year old grandma and a year old guy have gone missing is it coincidence that the man...,cree,02-12-2018 17:03,02-12-2018 12:03,02-12-2018 22:33,0,0.15,0.095,0.905,0,-0.296,0,0.15,
1069281658833170000,rt : man i love my babies cree cairo thank you for choosing me :) TWO HEARTS,cree,02-12-2018 17:26,02-12-2018 12:26,02-12-2018 22:56,0.5,0.8,0,0.553,0.447,0.8658,0.5,0.8,
1069428179146870000,new captain marvel poster! repost/regram from marvelstudios and repost regram captainmarvel...,cree,03-12-2018 03:08,02-12-2018 22:08,03-12-2018 08:38,0.170454545,0.454545455,0,0.764,0.236,0.4753,0.170454545,0.454545455,
1069569041289930000,tiamowry which her kidz cree and cairo,cree,03-12-2018 12:28,03-12-2018 07:28,03-12-2018 17:58,0,0,0,1,0,0,0,0,
1069620343193700000,little metis cree jigging man on a monday morning FACE WITH TEARS OF JOYHEAVY BLACK HEART[?] winnipeg manitoba,cree,03-12-2018 15:52,03-12-2018 10:52,03-12-2018 21:22,-0.177083333,0.466666667,0.141,0.859,0,-0.3885,-0.177083333,0.466666667,
1069650486234470000,cree $cree +% analysts expect cree inc (cree) will post earnings of $ per share...,cree,03-12-2018 17:52,03-12-2018 12:52,03-12-2018 23:22,0,0,0,1,0,0,0,0,
1069659002341060000,taken right before departing for new york you did a great job ,cree,03-12-2018 18:25,03-12-2018 13:25,03-12-2018 23:55,0.407359307,0.58008658,0,0.709,0.291,0.6249,0.407359307,0.58008658,
1069680432214460000,rt : only when the lasttree has been cut down the lastfish been caught and the laststream poisoned will we realize we...,cree,03-12-2018 19:51,03-12-2018 14:51,04-12-2018 01:21,-0.077777778,0.644444444,0.218,0.782,0,-0.6486,-0.077777778,0.644444444,
1069762793023460000,CHRISTMAS TREESKULLmisfits for christmasSKULLCHRISTMAS TREE throwback makeup look from (i think?) &gt; &lt; ...,cree,04-12-2018 01:18,03-12-2018 20:18,04-12-2018 06:48,0,0,0,1,0,0,0,0,
1069765897018070000,rt : tansi! i created a instagram page to promote cree language! nehiyawewin cree,cree,04-12-2018 01:30,03-12-2018 20:30,04-12-2018 07:00,0,0,0,0.635,0.365,0.6351,0,0,
1069774341313870000,so blessed she is my soulmate the incomparable elegant sophisticated beautiful FIRE PURPLE HEARTlifepartner...,cree,04-12-2018 02:04,03-12-2018 21:04,04-12-2018 07:34,0.5625,0.9,0.105,0.268,0.627,0.9482,0.5625,0.9,
1069809974744820000,native american saying cree greenpeace warning plastic,cree,04-12-2018 04:25,03-12-2018 23:25,04-12-2018 09:55,0,0,0.286,0.714,0,-0.34,0,0,
1069905976906660000,people of the north! i'm in this week! a double page spread about my new book cree with pics and in...,cree,04-12-2018 10:47,04-12-2018 05:47,04-12-2018 16:17,0.068181818,0.227272727,0,1,0,0,0.068181818,0.227272727,
1069911122780840000,rt : people of the north! i'm in this week! a double page spread about my new book cree with pics and interview...,cree,04-12-2018 11:07,04-12-2018 06:07,04-12-2018 16:37,0.068181818,0.227272727,0,1,0,0,0.068181818,0.227272727,
1069943604393730000,rt : tansi! i created a instagram page to promote cree language! nehiyawewin cree,cree,04-12-2018 13:16,04-12-2018 08:16,04-12-2018 18:46,0,0,0,0.635,0.365,0.6351,0,0,
1069943829942320000,rt : tansi! i created a instagram page to promote cree language! nehiyawewin cree,cree,04-12-2018 13:17,04-12-2018 08:17,04-12-2018 18:47,0,0,0,0.635,0.365,0.6351,0,0,
1069948964575870000,rt : tansi! i created a instagram page to promote cree language! nehiyawewin cree,cree,04-12-2018 13:38,04-12-2018 08:38,04-12-2018 19:08,0,0,0,0.635,0.365,0.6351,0,0,
1069974935278410000,traditional light sources tend to have shorter lifespan the more they're switched on and off whereas leds are unaff...,cree,04-12-2018 15:21,04-12-2018 10:21,04-12-2018 20:51,0.3,0.65,0,1,0,0,0.3,0.65,
1070012225870410000,dr lana whiskeyjack presents her art and story to a captivated audience in our indigenous knowledge and research c...,cree,04-12-2018 17:49,04-12-2018 12:49,04-12-2018 23:19,0,0,0,0.867,0.133,0.3818,0,0,
1070111312242500000,rt : dr lana whiskeyjack presents her art and story to a captivated audience in our indigenous knowledge and research centre...,cree,05-12-2018 00:23,04-12-2018 19:23,05-12-2018 05:53,0,0,0,0.874,0.126,0.3818,0,0,
1070125756750080000,rt : tansi! i created a instagram page to promote cree language! nehiyawewin cree,cree,05-12-2018 01:20,04-12-2018 20:20,05-12-2018 06:50,0,0,0,0.635,0.365,0.6351,0,0,
1070160587055740000,rt : dr lana whiskeyjack presents her art and story to a captivated audience in our indigenous knowledge and research centre...,cree,05-12-2018 03:39,04-12-2018 22:39,05-12-2018 09:09,0,0,0,0.874,0.126,0.3818,0,0,
1070167955835660000,from - man i love my babies cree cairo thank you for choosing me :) TWO HEARTS - regrann...,cree,05-12-2018 04:08,04-12-2018 23:08,05-12-2018 09:38,0.5,0.8,0,0.573,0.427,0.8658,0.5,0.8,
1070173514735310000,rt : dr lana whiskeyjack presents her art and story to a captivated audience in our indigenous knowledge and research centre...,cree,05-12-2018 04:30,04-12-2018 23:30,05-12-2018 10:00,0,0,0,0.874,0.126,0.3818,0,0,
1070298042035810000,cmon snow need more waiting to get my skis out! winter xcskiing cree moosefactory,cree,05-12-2018 12:45,05-12-2018 07:45,05-12-2018 18:15,0.625,0.5,0,1,0,0,0.625,0.5,
1070335361476420000,be a light to the world buddyled led light ledlights ledlight ledlighting lights hpr cree vero...,cree,05-12-2018 15:13,05-12-2018 10:13,05-12-2018 20:43,0.4,0.7,0,1,0,0,0.4,0.7,
1070341530978790000,inuit cree reconciliation: a documentary built on oral history,cree,05-12-2018 15:38,05-12-2018 10:38,05-12-2018 21:08,0,0,0,1,0,0,0,0,
1070341906113200000,rt : inuit cree reconciliation: a documentary built on oral history,cree,05-12-2018 15:39,05-12-2018 10:39,05-12-2018 21:09,0,0,0,1,0,0,0,0,
1070351118465720000,get your copy of this week's big issue north to read about the amazing and her new graphi...,cree,05-12-2018 16:16,05-12-2018 11:16,05-12-2018 21:46,0.245454545,0.484848485,0,0.817,0.183,0.5859,0.245454545,0.484848485,
1070351345302070000,rt : get your copy of this week's big issue north to read about the amazing and her new graphic novel...,cree,05-12-2018 16:17,05-12-2018 11:17,05-12-2018 21:47,0.184090909,0.463636364,0,0.833,0.167,0.5859,0.184090909,0.463636364,
1070368981024830000,rt : inuit cree reconciliation: a documentary built on oral history,cree,05-12-2018 17:27,05-12-2018 12:27,05-12-2018 22:57,0,0,0,1,0,0,0,0,
1070378902340550000,rt : inuit cree reconciliation: a documentary built on oral history,cree,05-12-2018 18:06,05-12-2018 13:06,05-12-2018 23:36,0,0,0,1,0,0,0,0,
1070469215222720000,w osram rgb band full spectrum cob led grow light buddyled led light ledlights...,cree,06-12-2018 00:05,05-12-2018 19:05,06-12-2018 05:35,0.383333333,0.65,0,1,0,0,0.383333333,0.65,
1070475919494640000,inuit cree reconciliation: a documentary built on oral history,cree,06-12-2018 00:32,05-12-2018 19:32,06-12-2018 06:02,0,0,0,1,0,0,0,0,
1070483731943690000,cree nation government th anniversary gala of the department of justice and correctional services cree justice...,cree,06-12-2018 01:03,05-12-2018 20:03,06-12-2018 06:33,0,0,0,0.815,0.185,0.5267,0,0,
1070486645206500000,honourable carolyn bennett minister of crown indigenous relations is speaking about justice cree culture is the...,cree,06-12-2018 01:14,05-12-2018 20:14,06-12-2018 06:44,0,0,0,0.683,0.317,0.7579,0,0,
1070502476095340000,don nicholls speaking at the anniversary gala of the department of justice and correctional services of the cree...,cree,06-12-2018 02:17,05-12-2018 21:17,06-12-2018 07:47,0,0,0,0.833,0.167,0.5267,0,0,
1070518454992620000,sorteo de skins a los followers! PERSON RAISING BOTH HANDS IN CELEBRATION les va a gustar! SMIRKING FACEOK HAND SIGNcree mancosquad teamdesvela,cree,06-12-2018 03:21,05-12-2018 22:21,06-12-2018 08:51,0,0,0,0.808,0.192,0.6723,0,0,
1070626644979840000,rt : get your copy of this week's big issue north to read about the amazing and her new graphic novel...,cree,06-12-2018 10:30,06-12-2018 05:30,06-12-2018 16:00,0.184090909,0.463636364,0,0.833,0.167,0.5859,0.184090909,0.463636364,
1070646972778910000,check out nitecore ptac black  cree led tactical lumen flashlight cree via,cree,06-12-2018 11:51,06-12-2018 06:51,06-12-2018 17:21,-0.166666667,0.433333333,0,1,0,0,-0.166666667,0.433333333,
1070647672120330000,check out nitecore tm lumens cree xhp led rechargeable flashlight fl-nite-tm cree via,cree,06-12-2018 11:54,06-12-2018 06:54,06-12-2018 17:24,0,0,0,1,0,0,0,0,
1070650276896320000,check out nitecore pgt cree xp-l hi v led tactical compact flashlight lumens cree via,cree,06-12-2018 12:04,06-12-2018 07:04,06-12-2018 17:34,0,0,0,1,0,0,0,0,
1070689350575370000,traditional parenting visits from cree elders connect urban firstnations families with culture,cree,06-12-2018 14:40,06-12-2018 09:40,06-12-2018 20:10,0,0.375,0,1,0,0,0,0.375,
1070691521953960000,rt : traditional parenting visits from cree elders connect urban firstnations families with culture,cree,06-12-2018 14:48,06-12-2018 09:48,06-12-2018 20:18,0,0.375,0,1,0,0,0,0.375,
1070697794460100000,darkness cannot drive out darkness: only light can do that buddyled led light ledlights ledlight...,cree,06-12-2018 15:13,06-12-2018 10:13,06-12-2018 20:43,0.266666667,0.8,0.235,0.765,0,-0.4588,0.266666667,0.8,
1070739505605420000,rt : man i love my babies cree cairo thank you for choosing me :) TWO HEARTS,cree,06-12-2018 17:59,06-12-2018 12:59,06-12-2018 23:29,0.5,0.8,0,0.553,0.447,0.8658,0.5,0.8,
1070830664092690000,rt : it can take more than a few dollars to make commercial fluorescent lighting systems dimmable but leds as semiconductor devi...,cree,07-12-2018 00:01,06-12-2018 19:01,07-12-2018 05:31,0.1,0.2,0,1,0,0,0.1,0.2,
1070840422312820000,rt : only when the lasttree has been cut down the lastfish been caught and the laststream poisoned will we realize we...,cree,07-12-2018 00:40,06-12-2018 19:40,07-12-2018 06:10,-0.077777778,0.644444444,0.218,0.782,0,-0.6486,-0.077777778,0.644444444,
1071019009494130000,which brand is using social media the best? xicato cree lumileds find out here: socialrivals,cree,07-12-2018 12:30,07-12-2018 07:30,07-12-2018 18:00,0.516666667,0.183333333,0,0.769,0.231,0.6369,0.516666667,0.183333333,
1071031459446700000,rt : traditional parenting visits from cree elders connect urban firstnations families with culture,cree,07-12-2018 13:19,07-12-2018 08:19,07-12-2018 18:49,0,0.375,0,1,0,0,0,0.375,
1071031522470240000,rt : traditional parenting visits from cree elders connect urban firstnations families with culture,cree,07-12-2018 13:19,07-12-2018 08:19,07-12-2018 18:49,0,0.375,0,1,0,0,0,0.375,
1071050778331230000,w hpr red and white cob led grow light buddyled led light ledlights ledlight...,cree,07-12-2018 14:36,07-12-2018 09:36,07-12-2018 20:06,0.2,0.35,0,1,0,0,0.2,0.35,
1071054035526930000,rt : only when the lasttree has been cut down the lastfish been caught and the laststream poisoned will we realize we...,cree,07-12-2018 14:49,07-12-2018 09:49,07-12-2018 20:19,-0.077777778,0.644444444,0.218,0.782,0,-0.6486,-0.077777778,0.644444444,
1071054139449230000,the evol is real the deception is sickening they not hueman the cree is a real group of pplthey really lived (...,cree,07-12-2018 14:49,07-12-2018 09:49,07-12-2018 20:19,-0.075,0.45,0.249,0.751,0,-0.743,-0.075,0.45,
